t,camera,intention,attention,engagement,eye_l_x,eye_l_y,eye_r_x,eye_r_y,head_x,head_y,neck_x,neck_y,chest_x,chest_y,shoulder_l_x,shoulder_l_y,shoulder_r_x,shoulder_r_y,wrist_l_x,wrist_l_y,wrist_r_x,wrist_r_y,pelvis_x,pelvis_y
257.967,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3654,954.87,209.41,890.65,213.69,946.52,258.22,963.91,338.98,993.97,610.19,1142.57,428.29,797.78,417.26,911.31,649.60,613.31,620.22,983.68,782.82
258.000,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3658,955.40,209.11,891.14,213.39,946.92,258.05,964.22,338.86,994.00,610.19,1142.87,428.14,797.92,417.12,911.40,649.47,613.39,620.09,983.68,782.82
258.033,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3663,956.02,208.84,891.72,213.09,947.40,257.86,964.60,338.70,994.02,610.18,1143.22,427.96,798.09,416.96,911.52,649.30,613.49,619.93,983.68,782.82
258.067,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3667,956.70,208.50,892.35,212.72,947.92,257.64,965.00,338.54,994.05,610.18,1143.60,427.76,798.27,416.77,911.64,649.12,613.60,619.75,983.68,782.82
258.100,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3670,957.47,208.16,893.06,212.35,948.48,257.41,965.43,338.36,994.08,610.17,1144.01,427.55,798.46,416.58,911.78,648.92,613.73,619.56,983.68,782.82
258.133,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3674,958.09,207.80,893.65,211.96,949.04,257.19,965.85,338.19,994.11,610.17,1144.42,427.34,798.64,416.39,911.92,648.72,613.85,619.37,983.68,782.82
258.167,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3678,958.82,207.46,894.32,211.58,949.58,256.97,966.27,338.02,994.13,610.16,1144.82,427.14,798.83,416.20,912.05,648.53,613.98,619.18,983.68,782.82
258.200,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3681,959.55,207.07,895.00,211.16,950.14,256.75,966.70,337.85,994.16,610.16,1145.23,426.93,799.02,416.00,912.19,648.33,614.10,618.99,983.68,782.82
258.233,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3685,960.20,206.73,895.61,210.80,950.73,256.51,967.16,337.66,994.19,610.15,1145.67,426.71,799.22,415.80,912.33,648.12,614.25,618.78,983.68,782.82
258.267,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3689,960.91,206.35,896.27,210.41,951.33,256.28,967.61,337.48,994.22,610.15,1146.11,426.49,799.42,415.60,912.48,647.90,614.39,618.57,983.68,782.82
258.300,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3694,961.68,205.98,896.99,210.02,951.95,256.04,968.09,337.30,994.26,610.14,1146.57,426.26,799.64,415.39,912.63,647.68,614.54,618.36,983.68,782.82
258.333,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3699,962.53,205.65,897.78,209.64,952.57,255.81,968.57,337.11,994.29,610.13,1147.03,426.04,799.85,415.18,912.78,647.46,614.69,618.15,983.68,782.82
258.367,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3704,963.34,205.27,898.54,209.23,953.21,255.57,969.06,336.92,994.32,610.13,1147.49,425.80,800.08,414.96,912.94,647.24,614.85,617.93,983.68,782.82
258.400,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3710,964.13,204.88,899.27,208.82,953.86,255.33,969.56,336.74,994.36,610.12,1147.97,425.57,800.31,414.75,913.10,647.01,615.01,617.71,983.68,782.82
258.433,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3716,964.89,204.51,900.00,208.41,954.49,255.09,970.05,336.55,994.39,610.12,1148.44,425.34,800.53,414.54,913.25,646.79,615.17,617.50,983.68,782.82
258.467,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3720,965.75,204.14,900.79,207.98,955.11,254.87,970.53,336.38,994.43,610.11,1148.89,425.12,800.75,414.34,913.41,646.57,615.33,617.29,983.68,782.82
258.500,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3726,966.46,203.85,901.46,207.66,955.74,254.64,971.01,336.20,994.46,610.10,1149.36,424.89,800.97,414.13,913.56,646.34,615.50,617.07,983.68,782.82
258.533,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3731,967.21,203.46,902.16,207.24,956.34,254.42,971.47,336.03,994.49,610.10,1149.80,424.68,801.18,413.94,913.71,646.13,615.66,616.87,983.68,782.82
258.567,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3735,967.89,203.11,902.80,206.88,956.91,254.22,971.91,335.87,994.52,610.09,1150.22,424.47,801.38,413.75,913.86,645.92,615.82,616.67,983.68,782.82
258.600,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3738,968.66,202.81,903.51,206.54,957.49,254.01,972.36,335.71,994.55,610.09,1150.65,424.26,801.58,413.56,914.01,645.71,615.98,616.46,983.68,782.82
258.633,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3741,969.42,202.52,904.22,206.20,958.04,253.81,972.78,335.55,994.58,610.08,1151.06,424.06,801.77,413.39,914.15,645.51,616.14,616.27,983.68,782.82
258.667,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3744,970.10,202.28,904.84,205.91,958.51,253.65,973.14,335.42,994.60,610.08,1151.41,423.90,801.93,413.24,914.27,645.33,616.27,616.11,983.68,782.82
258.700,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3747,970.67,202.04,905.38,205.61,958.96,253.49,973.49,335.30,994.62,610.08,1151.74,423.73,802.09,413.09,914.39,645.17,616.41,615.95,983.68,782.82
258.733,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3750,971.27,201.82,905.93,205.38,959.40,253.34,973.82,335.18,994.64,610.07,1152.07,423.58,802.24,412.95,914.50,645.01,616.54,615.80,983.68,782.82
258.767,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3752,971.82,201.58,906.44,205.14,959.84,253.18,974.17,335.06,994.67,610.07,1152.40,423.42,802.40,412.81,914.62,644.84,616.67,615.64,983.68,782.82
258.800,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3754,972.39,201.34,906.97,204.88,960.27,253.04,974.50,334.95,994.69,610.07,1152.72,423.26,802.55,412.67,914.73,644.68,616.80,615.49,983.68,782.82
258.833,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3756,972.81,201.14,907.37,204.66,960.62,252.91,974.77,334.85,994.70,610.06,1152.98,423.14,802.67,412.56,914.82,644.55,616.91,615.36,983.68,782.82
258.867,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3757,973.16,200.99,907.70,204.49,960.96,252.80,975.03,334.76,994.72,610.06,1153.23,423.02,802.78,412.45,914.91,644.42,617.01,615.24,983.68,782.82
258.900,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3758,973.49,200.88,908.01,204.34,961.21,252.71,975.22,334.69,994.73,610.06,1153.42,422.93,802.87,412.37,914.98,644.33,617.09,615.15,983.68,782.82
258.933,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3760,973.86,200.69,908.36,204.15,961.51,252.61,975.45,334.61,994.74,610.05,1153.64,422.82,802.97,412.28,915.06,644.22,617.19,615.04,983.68,782.82
258.967,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3761,974.16,200.55,908.63,204.01,961.75,252.53,975.63,334.55,994.76,610.05,1153.82,422.74,803.06,412.20,915.12,644.13,617.26,614.96,983.68,782.82
259.000,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3762,974.32,200.47,908.79,203.91,961.87,252.49,975.73,334.52,994.76,610.05,1153.91,422.69,803.10,412.16,915.15,644.08,617.30,614.92,983.68,782.82
259.033,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3763,974.51,200.34,908.97,203.79,962.05,252.43,975.87,334.47,994.77,610.05,1154.05,422.63,803.16,412.11,915.20,644.01,617.36,614.85,983.68,782.82
259.067,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3764,974.66,200.29,909.11,203.72,962.14,252.40,975.93,334.45,994.78,610.05,1154.11,422.60,803.20,412.08,915.22,643.98,617.38,614.82,983.68,782.82
259.100,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3764,974.89,200.24,909.31,203.63,962.20,252.38,975.98,334.43,994.78,610.05,1154.16,422.58,803.22,412.06,915.24,643.96,617.40,614.80,983.68,782.82
259.133,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3765,975.05,200.20,909.44,203.61,962.21,252.38,975.98,334.43,994.78,610.05,1154.16,422.58,803.22,412.06,915.24,643.96,617.40,614.80,983.68,782.82
259.167,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3766,975.05,200.21,909.44,203.60,962.17,252.39,975.96,334.44,994.78,610.05,1154.13,422.59,803.22,412.07,915.23,643.98,617.39,614.82,983.68,782.82
259.200,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3768,974.98,200.18,909.39,203.56,962.20,252.38,975.98,334.44,994.78,610.05,1154.15,422.59,803.23,412.07,915.23,643.97,617.39,614.81,983.68,782.82
259.233,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3769,974.90,200.18,909.31,203.58,962.13,252.41,975.92,334.46,994.78,610.05,1154.09,422.61,803.21,412.09,915.21,644.01,617.36,614.85,983.68,782.82
259.267,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3769,975.04,200.12,909.44,203.51,962.21,252.38,975.99,334.44,994.79,610.05,1154.16,422.58,803.24,412.06,915.23,643.97,617.39,614.81,983.68,782.82
259.300,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3768,975.01,200.18,909.41,203.57,962.17,252.39,975.96,334.45,994.78,610.05,1154.13,422.60,803.22,412.08,915.22,643.98,617.38,614.83,983.68,782.82
259.333,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3766,975.09,200.11,909.48,203.51,962.19,252.38,975.97,334.44,994.78,610.05,1154.14,422.59,803.22,412.07,915.23,643.97,617.39,614.81,983.68,782.82
259.367,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3765,975.03,200.11,909.42,203.56,962.16,252.38,975.95,334.44,994.78,610.05,1154.12,422.59,803.21,412.07,915.23,643.98,617.39,614.82,983.68,782.82
259.400,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3763,975.21,200.07,909.58,203.50,962.23,252.35,976.00,334.42,994.78,610.05,1154.18,422.56,803.22,412.05,915.25,643.94,617.42,614.78,983.68,782.82
259.433,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3761,975.18,200.06,909.54,203.51,962.21,252.35,975.98,334.43,994.77,610.05,1154.17,422.57,803.21,412.05,915.25,643.94,617.42,614.78,983.68,782.82
259.467,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3759,975.24,200.07,909.59,203.52,962.22,252.34,975.99,334.42,994.77,610.05,1154.18,422.56,803.20,412.04,915.26,643.93,617.43,614.77,983.68,782.82
259.500,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3758,975.19,200.06,909.55,203.55,962.24,252.34,976.00,334.41,994.77,610.05,1154.19,422.55,803.21,412.04,915.27,643.92,617.44,614.76,983.68,782.82
259.533,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3759,975.19,200.08,909.55,203.54,962.18,252.35,975.96,334.43,994.77,610.05,1154.15,422.57,803.19,412.06,915.25,643.94,617.42,614.79,983.68,782.82
259.567,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3760,975.25,200.15,909.59,203.60,962.14,252.37,975.93,334.44,994.77,610.05,1154.12,422.59,803.18,412.07,915.23,643.96,617.40,614.81,983.68,782.82
259.600,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3761,975.20,200.10,909.55,203.58,962.16,252.36,975.94,334.44,994.77,610.05,1154.13,422.59,803.19,412.07,915.24,643.96,617.40,614.80,983.68,782.82
259.633,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3763,975.19,200.12,909.54,203.61,962.10,252.39,975.90,334.46,994.77,610.05,1154.08,422.61,803.18,412.09,915.21,643.99,617.37,614.83,983.68,782.82
259.667,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3765,975.09,200.10,909.45,203.62,962.05,252.41,975.86,334.47,994.77,610.05,1154.04,422.63,803.17,412.11,915.20,644.02,617.35,614.86,983.68,782.82
259.700,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3765,974.97,200.17,909.33,203.71,961.96,252.44,975.79,334.50,994.77,610.05,1153.97,422.67,803.14,412.14,915.17,644.06,617.32,614.89,983.68,782.82
259.733,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3765,974.78,200.22,909.16,203.81,961.83,252.48,975.70,334.53,994.76,610.05,1153.88,422.71,803.10,412.18,915.14,644.10,617.28,614.94,983.68,782.82
259.767,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3767,974.65,200.35,909.03,203.91,961.69,252.53,975.59,334.57,994.76,610.05,1153.76,422.76,803.06,412.23,915.09,644.17,617.23,615.00,983.68,782.82
259.800,cam3,IDLE_ATTENTIVE,CHAT_REGION,0.3769,974.37,200.48,908.78,204.05,961.47,252.61,975.42,334.64,994.76,610.05,1153.59,422.85,802.99,412.30,915.02,644.26,617.14,615.09,983.68,782.82
259.833,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,0.3771,974.03,200.62,908.46,204.21,961.15,252.72,975.18,334.73,994.75,610.05,1153.35,422.97,802.90,412.41,914.93,644.40,617.03,615.21,983.68,782.82
259.867,cam3,IDLE_ATTENTIVE,SECONDARY_MONITOR,0.3774,973.86,200.69,908.30,204.28,961.00,252.78,975.06,334.77,994.75,610.06,1153.23,423.03,802.86,412.46,914.88,644.46,616.98,615.28,983.68,782.82
259.900,cam3,THINKING,SECONDARY_MONITOR,0.3775,973.57,200.87,908.03,204.46,960.76,252.87,974.88,334.84,994.74,610.06,1153.04,423.12,802.78,412.54,914.81,644.57,616.89,615.38,983.68,782.82
259.933,cam3,THINKING,SECONDARY_MONITOR,0.3775,973.05,201.05,907.56,204.70,960.47,252.97,974.65,334.92,994.73,610.06,1152.82,423.22,802.69,412.64,914.73,644.68,616.80,615.49,983.68,782.82
259.967,cam3,THINKING,SECONDARY_MONITOR,0.3776,972.38,201.26,906.98,204.89,960.23,253.07,974.44,335.00,994.72,610.06,1152.61,423.33,802.60,412.73,914.65,644.79,616.71,615.59,983.68,782.82
260.000,cam3,THINKING,SECONDARY_MONITOR,0.3777,971.34,201.58,906.11,205.15,960.02,253.18,974.22,335.08,994.71,610.06,1152.39,423.44,802.51,412.83,914.57,644.91,616.61,615.71,983.68,782.82
260.033,cam3,THINKING,SECONDARY_MONITOR,0.3779,969.92,201.91,904.95,205.39,959.91,253.27,974.04,335.15,994.70,610.06,1152.21,423.52,802.44,412.91,914.50,645.01,616.53,615.80,983.68,782.82
260.067,cam3,THINKING,SECONDARY_MONITOR,0.3781,967.99,202.36,903.42,205.69,959.77,253.39,973.80,335.24,994.69,610.06,1151.97,423.64,802.35,413.01,914.41,645.14,616.43,615.92,983.68,782.82
260.100,cam3,THINKING,SECONDARY_MONITOR,0.3783,965.33,202.96,901.36,206.11,959.66,253.52,973.55,335.33,994.68,610.07,1151.72,423.76,802.24,413.13,914.31,645.28,616.32,616.05,983.68,782.82
260.133,cam3,THINKING,SECONDARY_MONITOR,0.3785,962.18,203.65,899.03,206.57,959.64,253.65,973.34,335.42,994.67,610.07,1151.50,423.87,802.16,413.22,914.23,645.40,616.22,616.17,983.68,782.82
260.167,cam3,THINKING,SECONDARY_MONITOR,0.3786,958.54,204.42,896.46,207.01,959.61,253.79,973.10,335.51,994.66,610.07,1151.27,423.99,802.07,413.33,914.14,645.52,616.12,616.29,983.68,782.82
260.200,cam3,THINKING,SECONDARY_MONITOR,0.3786,954.48,205.21,893.72,207.41,959.54,253.95,972.81,335.61,994.65,610.07,1150.99,424.13,801.95,413.45,914.04,645.67,616.01,616.43,983.68,782.82
260.233,cam3,THINKING,SECONDARY_MONITOR,0.3785,949.94,206.11,890.83,207.87,959.45,254.13,972.51,335.72,994.63,610.08,1150.69,424.27,801.81,413.58,913.93,645.82,615.90,616.57,983.68,782.82
260.267,cam3,THINKING,SECONDARY_MONITOR,0.3785,945.13,207.06,887.94,208.33,959.33,254.33,972.20,335.84,994.62,610.08,1150.39,424.42,801.68,413.72,913.82,645.98,615.77,616.72,983.68,782.82
260.300,cam3,THINKING,SECONDARY_MONITOR,0.3786,940.19,207.95,885.18,208.72,959.21,254.53,971.91,335.95,994.60,610.08,1150.10,424.56,801.56,413.85,913.72,646.12,615.66,616.86,983.68,782.82
260.333,cam3,THINKING,SECONDARY_MONITOR,0.3785,935.23,208.75,882.59,209.03,959.05,254.73,971.62,336.06,994.59,610.08,1149.81,424.70,801.44,413.98,913.61,646.28,615.55,617.01,983.68,782.82
260.367,cam3,THINKING,SECONDARY_MONITOR,0.3785,930.41,209.47,880.29,209.25,958.85,254.95,971.31,336.18,994.57,610.09,1149.51,424.85,801.31,414.11,913.50,646.43,615.43,617.16,983.68,782.82
260.400,cam3,THINKING,SECONDARY_MONITOR,0.3785,925.77,210.19,878.20,209.48,958.58,255.18,970.98,336.31,994.55,610.09,1149.18,425.01,801.17,414.26,913.39,646.60,615.31,617.32,983.68,782.82
260.433,cam3,THINKING,SECONDARY_MONITOR,0.3784,921.67,210.82,876.51,209.62,958.27,255.40,970.65,336.43,994.53,610.09,1148.86,425.17,801.03,414.40,913.27,646.76,615.19,617.47,983.68,782.82
260.467,cam3,THINKING,SECONDARY_MONITOR,0.3782,918.02,211.41,875.06,209.81,957.93,255.63,970.32,336.56,994.51,610.10,1148.54,425.33,800.88,414.55,913.16,646.92,615.07,617.63,983.68,782.82
260.500,cam3,THINKING,SECONDARY_MONITOR,0.3781,914.77,211.89,873.84,209.94,957.56,255.85,969.98,336.69,994.49,610.10,1148.21,425.49,800.74,414.70,913.05,647.08,614.96,617.78,983.68,782.82
260.533,cam3,THINKING,SECONDARY_MONITOR,0.3781,912.14,212.31,872.87,210.07,957.19,256.06,969.65,336.82,994.47,610.10,1147.89,425.65,800.60,414.84,912.93,647.25,614.84,617.94,983.68,782.82
260.567,cam3,THINKING,SECONDARY_MONITOR,0.3781,910.10,212.66,872.08,210.22,956.80,256.26,969.33,336.95,994.46,610.11,1147.57,425.81,800.46,414.99,912.82,647.41,614.73,618.10,983.68,782.82
260.600,cam3,THINKING,SECONDARY_MONITOR,0.3780,908.59,213.04,871.43,210.41,956.40,256.45,969.00,337.08,994.44,610.11,1147.26,425.97,800.33,415.14,912.71,647.58,614.61,618.26,983.68,782.82
260.633,cam3,THINKING,SECONDARY_MONITOR,0.3780,907.54,213.34,870.87,210.63,955.99,256.64,968.68,337.21,994.42,610.11,1146.93,426.13,800.19,415.28,912.59,647.74,614.50,618.42,983.68,782.82
260.667,cam3,THINKING,SECONDARY_MONITOR,0.3780,906.84,213.62,870.40,210.84,955.59,256.81,968.36,337.34,994.41,610.12,1146.62,426.29,800.06,415.43,912.48,647.90,614.39,618.57,983.68,782.82
260.700,cam3,THINKING,SECONDARY_MONITOR,0.3781,906.40,213.92,869.99,211.08,955.20,256.98,968.05,337.46,994.39,610.12,1146.32,426.44,799.93,415.57,912.37,648.06,614.28,618.73,983.68,782.82
260.733,cam3,THINKING,SECONDARY_MONITOR,0.3783,906.01,214.18,869.59,211.31,954.79,257.16,967.73,337.60,994.38,610.12,1146.00,426.60,799.81,415.72,912.25,648.23,614.18,618.89,983.68,782.82
260.767,cam3,THINKING,SECONDARY_MONITOR,0.3784,905.86,214.54,869.12,211.66,954.30,257.35,967.42,337.73,994.36,610.12,1145.69,426.76,799.68,415.87,912.14,648.39,614.07,619.04,983.68,782.82
260.800,cam3,THINKING,SECONDARY_MONITOR,0.3785,905.69,214.92,868.66,212.01,953.81,257.53,967.12,337.85,994.35,610.13,1145.40,426.91,799.56,416.01,912.03,648.55,613.97,619.20,983.68,782.82
260.833,cam3,THINKING,SECONDARY_MONITOR,0.3787,905.46,215.26,868.18,212.37,953.36,257.70,966.84,337.97,994.34,610.13,1145.12,427.06,799.45,416.14,911.93,648.69,613.87,619.34,983.68,782.82
260.867,cam3,THINKING,SECONDARY_MONITOR,0.3789,905.28,215.62,867.71,212.76,952.91,257.88,966.55,338.10,994.33,610.13,1144.83,427.21,799.34,416.28,911.82,648.85,613.78,619.49,983.68,782.82
260.900,cam3,THINKING,SECONDARY_MONITOR,0.3790,905.09,215.94,867.28,213.07,952.47,258.05,966.27,338.22,994.31,610.13,1144.55,427.35,799.23,416.42,911.72,648.99,613.69,619.63,983.68,782.82
260.933,cam3,THINKING,SECONDARY_MONITOR,0.3790,904.88,216.30,866.82,213.45,952.04,258.22,965.99,338.33,994.30,610.14,1144.28,427.49,799.12,416.54,911.63,649.13,613.60,619.76,983.68,782.82
260.967,cam3,THINKING,SECONDARY_MONITOR,0.3790,904.65,216.64,866.37,213.79,951.58,258.40,965.69,338.46,994.28,610.14,1143.99,427.64,799.00,416.68,911.53,649.28,613.51,619.91,983.68,782.82
261.000,cam3,THINKING,SECONDARY_MONITOR,0.3789,904.50,216.96,865.98,214.11,951.18,258.55,965.44,338.57,994.27,610.14,1143.74,427.76,798.89,416.80,911.44,649.40,613.44,620.03,983.68,782.82
261.033,cam3,THINKING,SECONDARY_MONITOR,0.3787,904.37,217.29,865.59,214.44,950.77,258.71,965.17,338.68,994.25,610.15,1143.48,427.90,798.77,416.93,911.35,649.53,613.36,620.15,983.68,782.82
261.067,cam3,THINKING,SECONDARY_MONITOR,0.3786,904.20,217.53,865.23,214.70,950.40,258.85,964.93,338.78,994.24,610.15,1143.25,428.01,798.67,417.04,911.27,649.64,613.30,620.26,983.68,782.82
261.100,cam3,THINKING,SECONDARY_MONITOR,0.3785,903.96,217.86,864.84,214.98,949.98,259.02,964.64,338.90,994.22,610.15,1142.98,428.16,798.55,417.17,911.18,649.78,613.22,620.40,983.68,782.82
261.133,cam3,THINKING,SECONDARY_MONITOR,0.3783,903.78,218.09,864.51,215.20,949.61,259.17,964.40,339.00,994.20,610.15,1142.74,428.28,798.45,417.28,911.10,649.89,613.15,620.51,983.68,782.82
261.167,cam3,THINKING,SECONDARY_MONITOR,0.3781,903.64,218.34,864.17,215.47,949.25,259.31,964.16,339.10,994.19,610.16,1142.51,428.39,798.34,417.39,911.03,650.00,613.09,620.61,983.68,782.82
261.200,cam3,THINKING,SECONDARY_MONITOR,0.3778,903.49,218.58,863.86,215.72,948.94,259.43,963.96,339.18,994.17,610.16,1142.32,428.49,798.25,417.48,910.97,650.09,613.04,620.70,983.68,782.82
261.233,cam3,THINKING,SECONDARY_MONITOR,0.3774,903.35,218.79,863.56,215.94,948.62,259.55,963.75,339.27,994.16,610.16,1142.12,428.59,798.15,417.58,910.91,650.18,612.99,620.79,983.68,782.82
261.267,cam3,THINKING,SECONDARY_MONITOR,0.3770,903.11,219.03,863.21,216.19,948.30,259.67,963.53,339.36,994.14,610.17,1141.92,428.69,798.04,417.67,910.85,650.26,612.94,620.87,983.68,782.82
261.300,cam3,THINKING,SECONDARY_MONITOR,0.3765,902.93,219.20,862.96,216.37,948.07,259.76,963.38,339.41,994.12,610.17,1141.78,428.76,797.97,417.74,910.81,650.32,612.91,620.93,983.68,782.82
261.333,cam3,THINKING,SECONDARY_MONITOR,0.3761,902.72,219.43,862.68,216.60,947.87,259.83,963.25,339.46,994.11,610.17,1141.67,428.81,797.90,417.79,910.78,650.36,612.88,620.97,983.68,782.82
261.367,cam3,THINKING,SECONDARY_MONITOR,0.3756,902.66,219.58,862.50,216.76,947.69,259.89,963.14,339.50,994.09,610.17,1141.57,428.86,797.84,417.83,910.76,650.40,612.86,621.00,983.68,782.82
261.400,cam3,THINKING,SECONDARY_MONITOR,0.3752,902.56,219.76,862.25,216.96,947.43,259.98,962.97,339.57,994.08,610.18,1141.41,428.94,797.75,417.91,910.71,650.47,612.83,621.07,983.68,782.82
261.433,cam3,THINKING,SECONDARY_MONITOR,0.3749,902.56,219.84,862.13,217.07,947.30,260.03,962.90,339.60,994.07,610.18,1141.35,428.97,797.71,417.93,910.69,650.49,612.81,621.09,983.68,782.82
261.467,cam3,THINKING,SECONDARY_MONITOR,0.3747,902.43,220.00,861.92,217.22,947.08,260.11,962.75,339.66,994.06,610.18,1141.21,429.04,797.64,418.00,910.65,650.55,612.78,621.15,983.68,782.82
261.500,cam3,THINKING,SECONDARY_MONITOR,0.3743,902.35,220.19,861.73,217.38,946.88,260.19,962.61,339.71,994.04,610.18,1141.09,429.10,797.57,418.06,910.62,650.60,612.75,621.20,983.68,782.82
261.533,cam3,THINKING,SECONDARY_MONITOR,0.3738,902.32,220.22,861.66,217.43,946.82,260.19,962.59,339.71,994.03,610.18,1141.08,429.11,797.55,418.06,910.63,650.59,612.76,621.19,983.68,782.82
261.567,cam3,THINKING,SECONDARY_MONITOR,0.3732,902.26,220.34,861.48,217.57,946.63,260.26,962.46,339.76,994.02,610.19,1140.96,429.16,797.47,418.11,910.60,650.63,612.74,621.23,983.68,782.82
261.600,cam3,THINKING,SECONDARY_MONITOR,0.3726,902.36,220.37,861.44,217.62,946.58,260.26,962.43,339.76,994.01,610.19,1140.95,429.16,797.44,418.11,910.61,650.62,612.74,621.22,983.68,782.82
261.633,cam3,THINKING,SECONDARY_MONITOR,0.3721,902.32,220.39,861.34,217.69,946.51,260.28,962.39,339.76,993.99,610.19,1140.92,429.17,797.41,418.12,910.61,650.61,612.74,621.21,983.68,782.82
261.667,cam3,THINKING,SECONDARY_MONITOR,0.3714,902.39,220.39,861.32,217.68,946.42,260.29,962.34,339.77,993.98,610.19,1140.89,429.18,797.36,418.13,910.62,650.61,612.75,621.21,983.68,782.82
261.700,cam3,THINKING,SECONDARY_MONITOR,0.3707,902.33,220.47,861.23,217.75,946.35,260.30,962.30,339.78,993.97,610.19,1140.86,429.19,797.32,418.14,910.62,650.60,612.75,621.20,983.68,782.82
261.733,cam3,THINKING,SECONDARY_MONITOR,0.3700,902.30,220.48,861.13,217.79,946.25,260.32,962.23,339.79,993.95,610.20,1140.82,429.21,797.27,418.15,910.62,650.60,612.75,621.20,983.68,782.82
261.767,cam3,THINKING,SECONDARY_MONITOR,0.3694,902.16,220.57,860.96,217.91,946.13,260.36,962.15,339.82,993.94,610.20,1140.75,429.24,797.21,418.18,910.61,650.62,612.74,621.22,983.68,782.82
261.800,cam3,THINKING,SECONDARY_MONITOR,0.3686,902.15,220.59,860.92,217.92,946.09,260.35,962.13,339.81,993.92,610.20,1140.75,429.23,797.17,418.17,910.63,650.59,612.75,621.19,983.68,782.82
261.833,cam3,THINKING,SECONDARY_MONITOR,0.3678,902.19,220.51,860.96,217.85,946.16,260.30,962.19,339.77,993.91,610.20,1140.82,429.19,797.17,418.13,910.68,650.53,612.78,621.13,983.68,782.82
261.867,cam3,THINKING,SECONDARY_MONITOR,0.3670,902.37,220.45,861.06,217.79,946.23,260.24,962.25,339.73,993.90,610.20,1140.91,429.14,797.16,418.08,910.72,650.46,612.82,621.06,983.68,782.82
261.900,cam3,THINKING,SECONDARY_MONITOR,0.3662,902.61,220.33,861.26,217.65,946.40,260.14,962.39,339.65,993.90,610.20,1141.06,429.05,797.19,417.99,910.79,650.36,612.88,620.97,983.68,782.82
261.933,cam3,THINKING,SECONDARY_MONITOR,0.3654,902.94,220.16,861.48,217.52,946.60,260.02,962.55,339.56,993.89,610.21,1141.24,428.95,797.22,417.90,910.87,650.24,612.94,620.85,983.68,782.82
